"CPID","Year","SurveyDate","BlockID","SiteID","FragSize","SizeClass","ForestProp1km","FragRatio1km","ForestProp1kmRadius","FragRatio1kmRadius","Hunted","BrowseProb","PlotID","CornerFlagged","Latitude","Longitude","HostID","Host","HostFamily","HostGenus","HostSpecies","HostAbund","IndNum","BranchNum","BranchLength","BranchDiam","NumLeaves","CatID","ScientificName","Count","BadHost","Family","Genus","Species","MicroLep","Specialist","wtMPD","Records","Hosts","RearID","Notes"
1921,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,7,22,NA,5.1,13,"LYMADI","Lymantria dispar",4,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1922,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,7,23,NA,7.4,24,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1923,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,8,24,75,7.5,NA,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1924,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,9,25,152,13.3,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1925,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,9,25,152,13.3,NA,"MELACA","Melanolophia canadaria",1,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,NA,""
1926,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,10,2,110,8,NA,"LYMADI","Lymantria dispar",6,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1927,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,10,3,110,8.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1928,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,11,4,84,6.2,NA,"MELACA","Melanolophia canadaria",2,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,NA,""
1929,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,11,5,119,10.9,NA,"LYMADI","Lymantria dispar",3,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1930,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,12,6,145,17.8,NA,"EUPIXX","Eupithecia",1,NA,"Geometridae","Eupithecia","","no","no",227,94,22,"CV_LFS_3_CP3_1_2017",""
1931,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,12,6,145,17.8,NA,"EUPIXX","Eupithecia",1,NA,"Geometridae","Eupithecia","","no","no",227,94,22,"CV_LFS_3_CP3_2_2017",""
1932,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,12,6,145,17.8,NA,"EUTRCL","Eutrapela clemataria",1,NA,"Geometridae","Eutrapela","clemataria","no","no",224.43,45,20,"CV_LFS_3_CP3_3_2017","dead"
1933,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,12,6,145,17.8,NA,"LAMBFI","Lambdina fiscellaria",1,NA,"Geometridae","Lambdina","fiscellaria","no","no",228.51,107,17,NA,"Likely L. fiscellaria (JGM)"
1934,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,12,6,145,17.8,NA,"LYMADI","Lymantria dispar",9,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1935,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,12,6,145,17.8,NA,"MELACA","Melanolophia canadaria",1,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,NA,""
1936,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,13,7,89,9.9,NA,"LYMADI","Lymantria dispar",8,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1937,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,14,8,115,12.8,NA,"LYMADI","Lymantria dispar",3,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1938,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,15,9,75,10.3,NA,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1939,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,15,9,75,10.3,NA,"BESMQU","Besma quercivoraria",1,NA,"Geometridae","Besma","quercivoraria","no","no",190.47,6,6,NA,""
1940,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,15,9,75,10.3,NA,"MELACA","Melanolophia canadaria",1,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,NA,""
1941,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,15,9,75,10.3,NA,"MORRCO","Morrisonia confusa",1,NA,"Noctuidae","Morrisonia","confusa","no","no",202.23,129,26,NA,"released"
1942,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,16,10,91,9.7,NA,"LYMADI","Lymantria dispar",4,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1943,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,17,11,73,7.6,NA,"LYMADI","Lymantria dispar",3,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1944,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,18,12,64,5.7,NA,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1945,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP3","N",41.795277,-72.343285,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",19,19,13,98,6.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1946,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP4","S",41.795322,-72.343254,"AMEXX","Amelanchier","Rosaceae","Amelanchier","",1,1,1,100,9.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1947,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP4","S",41.795322,-72.343254,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",2,1,1,155,17.1,NA,"ZALEDU","Zale duplicata",1,NA,"Erebidae","Zale","duplicata","no","yes",0,4,1,"CV_LFS_3_CP4_2_2017","viable host, released"
1948,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP4","S",41.795322,-72.343254,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",2,1,2,155,18.8,NA,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1949,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP4","S",41.795322,-72.343254,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",2,2,3,84,14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1950,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP4","S",41.795322,-72.343254,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",2,2,4,149,16.8,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1951,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP4","S",41.795322,-72.343254,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",4,1,1,NA,NA,18,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1952,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP4","S",41.795322,-72.343254,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",4,2,2,134,13,NA,"LYMADI","Lymantria dispar",4,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1953,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP4","S",41.795322,-72.343254,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",4,3,3,74,8.3,NA,"EUPIJE","Eupithecia jejunata",1,NA,"Geometridae","Eupithecia","jejunata","no","",188.99,4,3,"CV_LFS_3_CP4_4_2017",""
1954,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP4","S",41.795322,-72.343254,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",4,3,3,74,8.3,NA,"LAMBFI","Lambdina fiscellaria",1,NA,"Geometridae","Lambdina","fiscellaria","no","no",228.51,107,17,NA,"Likely L. fiscellaria (JGM)"
1955,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP4","S",41.795322,-72.343254,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",4,4,4,NA,NA,21,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1956,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP4","S",41.795322,-72.343254,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",1,1,1,153,18,NA,"EUPIJE","Eupithecia jejunata",1,NA,"Geometridae","Eupithecia","jejunata","no","",188.99,4,3,"CV_LFS_3_CP4_1_2017","parasitized"
1957,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP4","S",41.795322,-72.343254,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",1,1,1,153,18,NA,"EUTRCL","Eutrapela clemataria",1,NA,"Geometridae","Eutrapela","clemataria","no","no",224.43,45,20,"CV_LFS_3_CP4_3_2017",""
1958,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP4","S",41.795322,-72.343254,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",1,1,1,153,18,NA,"LAMBFI","Lambdina fiscellaria",1,NA,"Geometridae","Lambdina","fiscellaria","no","no",228.51,107,17,NA,"Likely L. fiscellaria (JGM)"
1959,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP4","S",41.795322,-72.343254,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",1,1,1,153,18,NA,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1960,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_3_CP4","S",41.795322,-72.343254,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",1,1,1,153,18,NA,"SATYLI","Satyrium liparops",1,NA,"Lycaenidae","Satyrium","liparops","no","",33,15,2,NA,""
1961,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"BETAL","Betula alleghaniensis","Betulaceae","Betula","alleghaniensis",1,1,1,82,6.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1962,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARCA","Carpinus caroliniana","Betulaceae","Carpinus","caroliniana",3,1,1,68,7.4,NA,"IRIDEP","Iridopsis ephyraria",1,NA,"Geometridae","Iridopsis","ephyraria","no","no",209.89,124,20,"CV_LFS_4_CP1_3_2017","viable host, 4 for release"
1963,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARCA","Carpinus caroliniana","Betulaceae","Carpinus","caroliniana",3,1,1,68,7.4,NA,"IRIDEP","Iridopsis ephyraria",1,NA,"Geometridae","Iridopsis","ephyraria","no","no",209.89,124,20,"CV_LFS_4_CP1_4_2017","viable host, 4 for release"
1964,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARCA","Carpinus caroliniana","Betulaceae","Carpinus","caroliniana",3,2,2,88,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1965,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARCA","Carpinus caroliniana","Betulaceae","Carpinus","caroliniana",3,2,3,119,5.5,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1966,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARCA","Carpinus caroliniana","Betulaceae","Carpinus","caroliniana",3,3,4,134,10.7,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1967,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,1,NA,NA,12,"CROCNO","Crocigrapha normani",1,NA,"Noctuidae","Crocigrapha","normani","no","no",230.76,70,21,"CV_LFS_4_CP1_7_2017","ask Dave/Hooman; Likely CARTO, not CAROV (JGM)"
1968,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,1,NA,NA,12,"IRIDEP","Iridopsis ephyraria",1,NA,"Geometridae","Iridopsis","ephyraria","no","no",209.89,124,20,"CV_LFS_4_CP1_8_2017","ask Dave/Hooman; Likely CARTO, not CAROV (JGM)"
1969,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,1,NA,NA,12,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"Likely CARTO, not CAROV (JGM)"
1970,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,1,NA,NA,12,"MELACA","Melanolophia canadaria",1,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,NA,"not_collected; Likely CARTO, not CAROV (JGM)"
1971,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,1,NA,NA,12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Likely CARTO, not CAROV (JGM)"
1972,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,2,NA,NA,10,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"Likely CARTO, not CAROV (JGM)"
1973,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,3,NA,NA,13,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"Likely CARTO, not CAROV (JGM)"
1974,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,3,NA,NA,13,"NEMARE","Nematocampa resistaria",1,NA,"Geometridae","Nematocampa","resistaria","no","no",210.47,68,20,"CV_LFS_4_CP1_10_2017","Amanda; Likely CARTO, not CAROV (JGM)"
1975,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,4,NA,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Likely CARTO, not CAROV (JGM)"
1976,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CORCO","Corylus cornuta","Betulaceae","Corylus","cornuta",3,1,1,NA,NA,79,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1977,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CORCO","Corylus cornuta","Betulaceae","Corylus","cornuta",3,2,2,61,4,39,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1978,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"CORCO","Corylus cornuta","Betulaceae","Corylus","cornuta",3,3,3,63,8.9,56,"CLADAT","Cladara atroliturata",1,NA,"Geometridae","Cladara","atroliturata","no","no",153.48,31,10,NA,"not_collected"
1979,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",1,1,1,93,7.4,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1980,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"OSTVI","Ostrya virginiana","Betulaceae","Ostrya","virginiana",1,1,1,NA,NA,62,"TORTRI","Tortricidae",1,NA,"Tortricidae","","","yes","",NA,NA,NA,"CV_LFS_4_CP1_5_2017","ask Dave/Hooman"
1981,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,1,1,NA,NA,74,"ENNOSU","Ennomos subsignaria",1,NA,"Geometridae","Ennomos","subsignaria","no","no",191.18,92,18,"CV_LFS_4_CP1_1_2017",""
1982,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,2,2,NA,NA,9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1983,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,3,3,NA,NA,40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1984,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,4,4,NA,NA,44,"MELACA","Melanolophia canadaria",1,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,"CV_LFS_4_CP1_2_2017",""
1985,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,5,5,NA,NA,52,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1986,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",5,5,6,NA,NA,82,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1987,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUERU","Quercus rubra","Fagaceae","Quercus","rubra",2,1,1,NA,NA,32,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
1988,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"QUERU","Quercus rubra","Fagaceae","Quercus","rubra",2,2,2,NA,NA,23,"MELACA","Melanolophia canadaria",1,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,"CV_LFS_4_CP1_6_2017",""
1989,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"RHOPE","Rhododendron periclymenoides","Ericaceae","Rhododendron","periclymenoides",1,1,1,NA,NA,56,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RHOPE from other years"
1990,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP1","SE",41.795238,-72.342804,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",1,1,1,18,2.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1991,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP2","SE",41.795231,-72.342812,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,1,NA,NA,4,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"Changed to CARTO from photos (JGM)"
1992,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP2","SE",41.795231,-72.342812,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,2,NA,NA,12,"MELACA","Melanolophia canadaria",1,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,"CV_LFS_4_CP2_3_2017","Changed to CARTO from photos (JGM)"
1993,2017,2017-06-12,"CV","LFS",41.436,"small",0.724,2.536,0.73,2.31,"yes",0.025,"CV_LFS_4_CP2","SE",41.795231,-72.342812,"CARTO","Carya tomentosa","Juglandaceae","Carya","tomentosa",1,1,2,NA,NA,12,"NEMARE","Nematocampa resistaria",1,NA,"Geometridae","Nematocampa","resistaria","no","no",210.47,68,20,"CV_LFS_4_CP2_2_2017","Amanda; Changed to CARTO from photos (JGM)"
